
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.346703,,Cell,1,ATM,5,
0.436941,,Cell,1,ATM,6,
0.228585,,Cell,1,ATM,7,
0.521201,,Cell,1,TVC,8,
0.315816,,Cell,1,TVC,9,
