
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
42943.2,54515.8,-28.4657,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,5,
42928,54498.8,-29.3211,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,6,
42975.6,54558,-29.067,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,7,
43018.9,54600.2,-17.1375,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,8,
43025.4,54601.5,-9.81857,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,9,
