
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
46273.3,79645.4,-135.079,um,Cell,Cell Center of Homogeneous Mass,1,ATM,1,
46299.7,79630,-132.577,um,Cell,Cell Center of Homogeneous Mass,1,ATM,2,
46263,79674.5,-113.79,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
46261,79668.5,-103.297,um,Cell,Cell Center of Homogeneous Mass,1,TVC,5,
46266.1,79678.2,-101.364,um,Cell,Cell Center of Homogeneous Mass,1,TVC,6,
