
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
4018.93,um^3,Cell,1,ATM,0,
3365.63,um^3,Cell,1,TVC,1,
3429.73,um^3,Cell,1,TVC,2,
2376.65,um^3,Cell,1,TVC,3,
