
Nucleus Distance from Center of Mass to Cell Membrane
 ==================== 
Nucleus Distance from Center of Mass to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
5.68478,um,Nucleus,1,ATM,0,100000000,
4.77278,um,Nucleus,1,ATM,1,100000001,
3.89409,um,Nucleus,1,TVC,2,100000002,
2.28324,um,Nucleus,1,TVC,3,100000003,
3.00938,um,Nucleus,1,TVC,4,100000004,
2.58112,um,Nucleus,1,TVC,5,100000005,
