
Nucleus Distance from Nucleus Membrane to Cell Membrane
 ==================== 
Nucleus Distance from Nucleus Membrane to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
0.51028,um,Nucleus,1,ATM,2,100000002,
1.78704,um,Nucleus,1,ATM,3,100000003,
0.51026,um,Nucleus,1,TVC,5,100000005,
0.284729,um,Nucleus,1,TVC,8,100000008,
0.995508,um,Nucleus,1,TVC,10,100000010,
0.284766,um,Nucleus,1,TVC,11,100000011,
