
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.635932,-0.634886,-0.43876,um,Surface,Ellipsoid Axis B,1,ATMgroup,0,
-0.205753,-0.551809,-0.808191,um,Surface,Ellipsoid Axis B,1,TVCgroup,2,
