
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.844805,0.496297,-0.199983,um,Surface,Ellipsoid Axis B,1,ATM,1,
-0.126987,-0.0640786,-0.989832,um,Surface,Ellipsoid Axis B,1,TVCgroup,0,
