
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
3.66931,um,Nucleus,1,ATM,0,100000000,
3.81464,um,Nucleus,1,ATM,1,100000001,
3.69521,um,Nucleus,1,TVC,4,100000004,
3.02145,um,Nucleus,1,TVC,5,100000005,
2.35338,um,Nucleus,1,TVC,6,100000006,
2.76364,um,Nucleus,1,TVC,7,100000007,
