
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.417666,,Nucleus,1,ATM,0,100000000,
0.569904,,Nucleus,1,ATM,1,100000001,
0.247342,,Nucleus,1,TVC,4,100000004,
0.372221,,Nucleus,1,TVC,5,100000005,
0.621877,,Nucleus,1,TVC,6,100000006,
0.509695,,Nucleus,1,TVC,7,100000007,
