
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
40052.8,61780.4,27.148,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,0,
40083.6,61773.7,29.8609,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,1,
40083.4,61702.1,29.8638,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,2,
40082.8,61713.8,30.8202,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,3,
40086.6,61696.6,35.9431,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,4,
40086.3,61707.8,36.1808,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,5,
