
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
41672.8,44868.2,3.51302,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
41675.8,44805.7,-24.2922,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,4,
