
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
75.9299,um,Surface,1,ATMgroup,0,
17.9013,um,Surface,1,TVCgroup,4,
