
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.91708,um,Surface,1,ATMgroup,0,
4.35142,um,Surface,1,TVCgroup,4,
