
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
38560.4,51793.6,104.263,um,Surface,Center of Homogeneous Mass,1,ATM,6,
38627.9,51808,100.237,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
