
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
19.9961,19.1875,45.2266,um,Surface,BoundingBoxOO Length,1,ATM,5,
15.7305,33.9375,37.5703,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
