
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
38922.8,99769.6,106.633,um,Surface,Center of Homogeneous Mass,1,ATM,5,
38938.3,99846.5,102.695,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
