
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
37933.4,60014.7,-82.486,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,0,
37878.3,59952.4,-43.1366,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,2,
