
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
16.2041,28.3047,106.713,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
14.2891,34.9438,35.6479,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
