
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
32012.4,21927.1,143.889,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
31976,22010.9,154.091,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
