
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
2352.44,um^2,Cell,1,TVC,2,
1703.2,um^2,Cell,1,TVC,3,
594.603,um^2,Cell,1,TVC,4,
2502.73,um^2,Cell,1,TVC,5,
1682.81,um^2,Cell,1,TVC,7,
500.024,um^2,Cell,1,TVC,8,
1410.63,um^2,Cell,1,TVC,9,
1447.13,um^2,Cell,1,TVC,10,
