
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
13.5455,um,Surface,1,TVCgroup,0,
12.1014,um,Surface,1,ATMgroup,1,
