
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
30.8094,um,Surface,1,TVCgroup,0,
37.4007,um,Surface,1,ATMgroup,1,
