
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
20.8833,30.3203,74.4688,um,Surface,BoundingBoxOO Length,1,ATMgroup,1,
25.6152,29.9316,58.8711,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
