
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
18.4168,um,Surface,1,TVCgroup,0,
44.0623,um,Surface,1,ATMgroup,4,
