
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
36.8964,um,Surface,1,ATMgroup,0,
19.7836,um,Surface,1,TVCgroup,2,
