
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
12.8536,20.25,83.0703,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
16.6719,28.9727,40.9258,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
