
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
14.8759,um,Surface,1,TVCgroup,0,
49.4626,um,Surface,1,ATMgroup,2,
