
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
13.9546,um,Surface,1,TVCgroup,0,
9.59451,um,Surface,1,ATMgroup,4,
