
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
16.2227,21.6348,63.6128,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
14.3652,29.6606,39.8047,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
