
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
4.80575,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,0,100000000,
5.29544,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,1,100000001,
1.5101,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,2,100000002,
1.66333,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,3,100000003,
1.48077,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,4,100000004,
1.88706,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,5,100000005,
