
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
10786.3,um^3,Cell,1,ATM,2,
10886.2,um^3,Cell,1,ATM,3,
1137.58,um^3,Cell,1,TVC,4,
2133.85,um^3,Cell,1,TVC,6,
1203.64,um^3,Cell,1,TVC,8,
3026.38,um^3,Cell,1,TVC,10,
