
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.0282101,0.103521,-0.994227,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
0.180862,-0.956027,-0.230872,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
