
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.381051,,Cell,1,TVC,0,
0.477673,,Cell,1,TVC,1,
0.471785,,Cell,1,TVC,2,
0.472136,,Cell,1,TVC,3,
0.377572,,Cell,1,ATM,7,
0.415061,,Cell,1,ATM,8,
