
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
3.0576,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,0,100000000,
3.59737,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,4,100000003,
2.15946,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,7,100000006,
1.56925,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,8,100000007,
1.58568,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,9,100000008,
1.26163,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,10,100000009,
2.37858,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,12,100000011,
