
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.308954,,Cell,1,ATM,0,
0.346581,,Cell,1,ATM,1,
0.221027,,Cell,1,TVC,7,
0.425858,,Cell,1,TVC,9,
0.347629,,Cell,1,TVC,10,
0.290736,,Cell,1,TVC,11,
