
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.891045,-0.423158,0.164244,um,Surface,Ellipsoid Axis B,1,ATMgroup,0,
0.161437,-0.347783,0.923572,um,Surface,Ellipsoid Axis B,1,TVCgroup,2,
