
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
8.55457,um,Surface,1,ATMgroup,0,
14.0051,um,Surface,1,TVCgroup,1,
