
Nucleus Position
 ==================== 
Nucleus Position X,Nucleus Position Y,Nucleus Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
33401.4,87734.9,-69.6647,um,Nucleus,Nucleus Position,1,ATM,0,100000000,
33371.7,87754.8,-61.8213,um,Nucleus,Nucleus Position,1,ATM,1,100000001,
33410.5,87736.5,-44.2516,um,Nucleus,Nucleus Position,1,TVC,2,100000002,
33407.4,87737,-36.3169,um,Nucleus,Nucleus Position,1,TVC,3,100000003,
33417.2,87738.2,-35.6765,um,Nucleus,Nucleus Position,1,TVC,4,100000004,
