
Nucleus Volume
 ==================== 
Nucleus Volume,Unit,Category,Time,Default Labels,CellID,ID,
742.36,um^3,Nucleus,1,ATM,0,100000000,
687.551,um^3,Nucleus,1,ATM,1,100000001,
202.365,um^3,Nucleus,1,TVC,2,100000002,
131.029,um^3,Nucleus,1,TVC,3,100000003,
248.603,um^3,Nucleus,1,TVC,4,100000004,
