
Nucleus Distance from Origin
 ==================== 
Nucleus Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
69394.6,um,Nucleus,Nucleus Distance from Origin,1,ATM,10,100000010,
69401.4,um,Nucleus,Nucleus Distance from Origin,1,ATM,11,100000011,
69365.6,um,Nucleus,Nucleus Distance from Origin,1,TVC,3,100000003,
69375,um,Nucleus,Nucleus Distance from Origin,1,TVC,5,100000005,
69364.8,um,Nucleus,Nucleus Distance from Origin,1,TVC,6,100000006,
69367.1,um,Nucleus,Nucleus Distance from Origin,1,TVC,7,100000007,
