
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
2.91096,um,Nucleus,1,ATM,8,100000006,
3.18202,um,Nucleus,1,ATM,9,100000007,
2.15252,um,Nucleus,1,TVC,10,100000008,
2.04314,um,Nucleus,1,TVC,11,100000009,
2.35245,um,Nucleus,1,TVC,12,100000010,
2.28324,um,Nucleus,1,TVC,13,100000011,
