
Cell Ellipsoid Axis A
 ==================== 
Cell Ellipsoid Axis A X,Cell Ellipsoid Axis A Y,Cell Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.540759,-0.72733,0.422576,um,Cell,Cell Ellipsoid Axis A,1,ATM,10,
0.343573,0.900929,-0.265114,um,Cell,Cell Ellipsoid Axis A,1,ATM,11,
-0.156416,0.0762874,0.984741,um,Cell,Cell Ellipsoid Axis A,1,TVC,1,
0.0176241,0.315701,0.948695,um,Cell,Cell Ellipsoid Axis A,1,TVC,2,
0.94352,-0.151644,-0.294575,um,Cell,Cell Ellipsoid Axis A,1,TVC,5,
0.844226,-0.376516,-0.381468,um,Cell,Cell Ellipsoid Axis A,1,TVC,6,
