
Cell Ellipsoid Axis C
 ==================== 
Cell Ellipsoid Axis C X,Cell Ellipsoid Axis C Y,Cell Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.572168,-0.820135,-0.00103892,um,Cell,Cell Ellipsoid Axis C,1,ATM,2,
0.739283,-0.673395,-0.000589373,um,Cell,Cell Ellipsoid Axis C,1,ATM,3,
-0.946379,0.0554409,-0.318265,um,Cell,Cell Ellipsoid Axis C,1,TVC,0,
0.769504,0.578473,-0.270616,um,Cell,Cell Ellipsoid Axis C,1,TVC,1,
