
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.644463,,Nucleus,1,TVC,3,100000002,
0.649021,,Nucleus,1,TVC,7,100000006,
0.660754,,Nucleus,1,TVC,8,100000007,
0.645291,,Nucleus,1,TVC,9,100000008,
0.657365,,Nucleus,1,ATM,10,100000009,
0.633564,,Nucleus,1,ATM,12,100000012,
