
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.46573,um,Cell,1,TVC,3,
7.06686,um,Cell,1,TVC,7,
4.93498,um,Cell,1,TVC,8,
6.17673,um,Cell,1,TVC,9,
8.27536,um,Cell,1,ATM,10,
6.15599,um,Cell,1,ATM,12,
