
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
9.38309,um,Surface,1,ATMgroup,0,
14.5624,um,Surface,1,TVCgroup,1,
