
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
2.8296,um,Nucleus,1,TVC,0,100000000,
1.90548,um,Nucleus,1,TVC,1,100000001,
2.95634,um,Nucleus,1,TVC,4,100000004,
2.13925,um,Nucleus,1,TVC,5,100000005,
4.0483,um,Nucleus,1,ATM,8,100000008,
3.83459,um,Nucleus,1,ATM,9,100000009,
