
Nucleus Center of Image Mass Ch=1 Img=1
 ==================== 
Nucleus Center of Image Mass X,Nucleus Center of Image Mass Y,Nucleus Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,CellID,ID,
36303.7,54476.9,170.645,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,ATM,8,100000008,
36267.1,54462.8,177.845,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,ATM,9,100000009,
36253,54393.6,158.95,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,0,100000000,
36262.5,54389.9,159.03,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,1,100000001,
36250,54408,159.015,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,4,100000004,
36262.1,54399.9,161.36,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,5,100000005,
