
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
19.2568,35.543,94.2656,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
15.2383,27.2705,34.2305,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
