
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
16.7057,um,Surface,1,TVCgroup,0,
57.365,um,Surface,1,ATMgroup,4,
