
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
17.377,28.6602,73,um,Surface,BoundingBoxOO Length,1,ATMgroup,0,
16.5039,20.3203,26.8398,um,Surface,BoundingBoxOO Length,1,TVCgroup,4,
