
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
19.0211,um,Surface,1,TVCgroup,0,
19.9134,um,Surface,1,ATMgroup,2,
