
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.900322,,Cell,1,ATM,2,
0.344944,,Cell,1,TVC,4,
0.429392,,Cell,1,TVC,7,
0.372444,,Cell,1,TVC,8,
0.445093,,Cell,1,TVC,9,
0.244202,,Cell,1,TVC,11,
