
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.414115,,Nucleus,1,TVC,2,100000002,
0.406514,,Nucleus,1,TVC,3,100000003,
0.322706,,Nucleus,1,TVC,9,100000009,
0.365162,,Nucleus,1,TVC,10,100000010,
0.647432,,Nucleus,1,ATM,11,100000011,
0.661989,,Nucleus,1,ATM,12,100000012,
