
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
36715.2,76095.8,131.412,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
36703,76049.6,89.6528,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
