
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
46870.7,36875.1,59.6678,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,5,
46846.7,36844.2,64.2327,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,6,
46921.2,36913.1,31.3044,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,1,
46918.7,36923.4,31.0459,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,2,
46910.4,36920.1,32.2527,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,3,
46915.4,36909.9,34.7175,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,4,
