
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
44208,43764.8,17.7428,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
44216.5,43689.7,5.90044,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
