
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
35754.4,42292.7,23.9824,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
35815,42352.3,5.69452,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
