
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.80959,um,Cell,1,ATM,1,
8.21942,um,Cell,1,ATM,2,
4.66526,um,Cell,1,TVC,3,
5.65087,um,Cell,1,TVC,4,
4.75898,um,Cell,1,TVC,5,
4.15844,um,Cell,1,TVC,6,
