
Cell BoundingBoxOO Length
 ==================== 
Cell BoundingBoxOO Length A,Cell BoundingBoxOO Length B,Cell BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
18.7846,27.5227,55.7586,um,Cell,Cell BoundingBoxOO Length,1,ATM,0,
18.6896,26.23,52.9879,um,Cell,Cell BoundingBoxOO Length,1,ATM,1,
7.74398,15.4895,24.2302,um,Cell,Cell BoundingBoxOO Length,1,TVC,2,
12.2656,12.5808,25.8123,um,Cell,Cell BoundingBoxOO Length,1,TVC,3,
13.603,20.2011,27.1704,um,Cell,Cell BoundingBoxOO Length,1,TVC,4,
14.4919,24.183,32.1668,um,Cell,Cell BoundingBoxOO Length,1,TVC,5,
