
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
11.6915,um,Cell,1,ATM,0,
12.0622,um,Cell,1,ATM,1,
7.27434,um,Cell,1,TVC,2,
5.48086,um,Cell,1,TVC,3,
9.94651,um,Cell,1,TVC,4,
10.599,um,Cell,1,TVC,5,
