
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
40660.7,82806.2,43.9216,um,Cell,Cell Center of Homogeneous Mass,1,ATM,0,
40681.1,82854.6,23.4102,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
40677.9,82847.3,25.318,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
40672.5,82842.8,28.1115,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
40681.5,82863.1,30.863,um,Cell,Cell Center of Homogeneous Mass,1,TVC,4,
40673.1,82855.8,33.8431,um,Cell,Cell Center of Homogeneous Mass,1,TVC,5,
40668,82842.3,37.7499,um,Cell,Cell Center of Homogeneous Mass,1,TVC,6,
