
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
2.92626,um,Nucleus,1,TVC,1,100000000,
3.30134,um,Nucleus,1,TVC,2,100000001,
3.29498,um,Nucleus,1,TVC,3,100000002,
3.86037,um,Nucleus,1,TVC,4,100000003,
4.24052,um,Nucleus,1,TVC,5,100000004,
3.90252,um,Nucleus,1,TVC,6,100000005,
5.13841,um,Nucleus,1,ATM,0,100000006,
